frame.number;eth.src;ip.src;eth.dst;ip.dst;_ws.col.Protocol;_ws.col.Info
567;;127.0.0.1;;127.0.0.1;TCP;8080 → 45696 [FIN, ACK] Seq=38027 Ack=198 Win=44800 Len=0 TSval=813825 TSecr=813825
568;;127.0.0.1;;127.0.0.1;TCP;45696 → 8080 [FIN, ACK] Seq=198 Ack=38028 Win=465536 Len=0 TSval=813825 TSecr=813825
569;;127.0.0.1;;127.0.0.1;TCP;8080 → 45696 [ACK] Seq=38028 Ack=199 Win=44800 Len=0 TSval=813825 TSecr=813825
570;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=813870 TSecr=0 WS=128
571;;127.0.0.1;;127.0.0.1;TCP;8080 → 45698 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=813870 TSecr=813870 WS=128
572;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=813870 TSecr=813870
573;;127.0.0.1;;127.0.0.1;HTTP;GET /capture_00003_20170304180058.csv HTTP/1.1 
574;;127.0.0.1;;127.0.0.1;TCP;8080 → 45698 [ACK] Seq=1 Ack=198 Win=44800 Len=0 TSval=813870 TSecr=813870
575;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
576;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=18 Win=43776 Len=0 TSval=813870 TSecr=813870
577;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
578;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=56 Win=43776 Len=0 TSval=813870 TSecr=813870
579;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
580;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=93 Win=43776 Len=0 TSval=813870 TSecr=813870
581;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
582;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=117 Win=43776 Len=0 TSval=813870 TSecr=813870
583;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
584;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=140 Win=43776 Len=0 TSval=813870 TSecr=813870
585;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
586;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=186 Win=43776 Len=0 TSval=813870 TSecr=813870
587;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
588;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=188 Win=43776 Len=0 TSval=813870 TSecr=813870
589;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
590;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=8380 Win=174720 Len=0 TSval=813870 TSecr=813870
591;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
592;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=16572 Win=305664 Len=0 TSval=813870 TSecr=813870
593;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
594;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=24764 Win=436608 Len=0 TSval=813870 TSecr=813870
595;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
596;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=32956 Win=465536 Len=0 TSval=813870 TSecr=813870
597;;127.0.0.1;;127.0.0.1;HTTP;HTTP/1.0 200 OK  (text/csv)
598;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [ACK] Seq=198 Ack=38027 Win=465536 Len=0 TSval=813870 TSecr=813870
599;;127.0.0.1;;127.0.0.1;TCP;8080 → 45698 [FIN, ACK] Seq=38027 Ack=198 Win=44800 Len=0 TSval=813870 TSecr=813870
600;;127.0.0.1;;127.0.0.1;TCP;45698 → 8080 [FIN, ACK] Seq=198 Ack=38028 Win=465536 Len=0 TSval=813870 TSecr=813870
601;;127.0.0.1;;127.0.0.1;TCP;8080 → 45698 [ACK] Seq=38028 Ack=199 Win=44800 Len=0 TSval=813870 TSecr=813870
602;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=813912 TSecr=0 WS=128
603;;127.0.0.1;;127.0.0.1;TCP;8080 → 45700 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=813912 TSecr=813912 WS=128
604;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=813912 TSecr=813912
605;;127.0.0.1;;127.0.0.1;HTTP;GET /capture_00003_20170304180058.csv HTTP/1.1 
606;;127.0.0.1;;127.0.0.1;TCP;8080 → 45700 [ACK] Seq=1 Ack=198 Win=44800 Len=0 TSval=813912 TSecr=813912
607;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
608;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=18 Win=43776 Len=0 TSval=813912 TSecr=813912
609;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
610;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=56 Win=43776 Len=0 TSval=813912 TSecr=813912
611;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
612;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=93 Win=43776 Len=0 TSval=813912 TSecr=813912
613;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
614;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=117 Win=43776 Len=0 TSval=813912 TSecr=813912
615;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
616;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=140 Win=43776 Len=0 TSval=813912 TSecr=813912
617;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
618;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=186 Win=43776 Len=0 TSval=813912 TSecr=813912
619;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
620;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=188 Win=43776 Len=0 TSval=813912 TSecr=813912
621;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
622;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=8380 Win=174720 Len=0 TSval=813912 TSecr=813912
623;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
624;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=16572 Win=305664 Len=0 TSval=813912 TSecr=813912
625;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
626;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=24764 Win=436608 Len=0 TSval=813912 TSecr=813912
627;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
628;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=32956 Win=465536 Len=0 TSval=813912 TSecr=813912
629;;127.0.0.1;;127.0.0.1;HTTP;HTTP/1.0 200 OK  (text/csv)
630;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [ACK] Seq=198 Ack=38027 Win=465536 Len=0 TSval=813912 TSecr=813912
631;;127.0.0.1;;127.0.0.1;TCP;8080 → 45700 [FIN, ACK] Seq=38027 Ack=198 Win=44800 Len=0 TSval=813912 TSecr=813912
632;;127.0.0.1;;127.0.0.1;TCP;45700 → 8080 [FIN, ACK] Seq=198 Ack=38028 Win=465536 Len=0 TSval=813913 TSecr=813912
633;;127.0.0.1;;127.0.0.1;TCP;8080 → 45700 [ACK] Seq=38028 Ack=199 Win=44800 Len=0 TSval=813913 TSecr=813913
634;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=813950 TSecr=0 WS=128
635;;127.0.0.1;;127.0.0.1;TCP;8080 → 45702 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=813950 TSecr=813950 WS=128
636;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=813950 TSecr=813950
637;;127.0.0.1;;127.0.0.1;HTTP;GET /capture_00003_20170304180058.csv HTTP/1.1 
638;;127.0.0.1;;127.0.0.1;TCP;8080 → 45702 [ACK] Seq=1 Ack=198 Win=44800 Len=0 TSval=813950 TSecr=813950
639;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
640;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=18 Win=43776 Len=0 TSval=813950 TSecr=813950
641;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
642;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=56 Win=43776 Len=0 TSval=813950 TSecr=813950
643;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
644;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=93 Win=43776 Len=0 TSval=813950 TSecr=813950
645;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
646;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=117 Win=43776 Len=0 TSval=813950 TSecr=813950
647;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
648;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=140 Win=43776 Len=0 TSval=813950 TSecr=813950
649;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
650;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=186 Win=43776 Len=0 TSval=813950 TSecr=813950
651;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
652;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=188 Win=43776 Len=0 TSval=813950 TSecr=813950
653;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
654;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=8380 Win=174720 Len=0 TSval=813950 TSecr=813950
655;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
656;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=16572 Win=305664 Len=0 TSval=813950 TSecr=813950
657;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
658;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=24764 Win=436608 Len=0 TSval=813950 TSecr=813950
659;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
660;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=32956 Win=465536 Len=0 TSval=813950 TSecr=813950
661;;127.0.0.1;;127.0.0.1;HTTP;HTTP/1.0 200 OK  (text/csv)
662;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [ACK] Seq=198 Ack=38027 Win=465536 Len=0 TSval=813950 TSecr=813950
663;;127.0.0.1;;127.0.0.1;TCP;8080 → 45702 [FIN, ACK] Seq=38027 Ack=198 Win=44800 Len=0 TSval=813950 TSecr=813950
664;;127.0.0.1;;127.0.0.1;TCP;45702 → 8080 [FIN, ACK] Seq=198 Ack=38028 Win=465536 Len=0 TSval=813951 TSecr=813950
665;;127.0.0.1;;127.0.0.1;TCP;8080 → 45702 [ACK] Seq=38028 Ack=199 Win=44800 Len=0 TSval=813951 TSecr=813951
666;;127.0.0.1;;127.0.0.1;TCP;7687 → 41610 [PSH, ACK] Seq=1260 Ack=3051 Win=176896 Len=585 TSval=813976 TSecr=813730
667;;127.0.0.1;;127.0.0.1;TCP;41610 → 7687 [FIN, ACK] Seq=3051 Ack=1845 Win=48256 Len=0 TSval=813976 TSecr=813976
668;;127.0.0.1;;127.0.0.1;TCP;7687 → 41610 [FIN, ACK] Seq=1845 Ack=3052 Win=176896 Len=0 TSval=813976 TSecr=813976
669;;127.0.0.1;;127.0.0.1;TCP;41610 → 7687 [ACK] Seq=3052 Ack=1846 Win=48256 Len=0 TSval=813976 TSecr=813976
670;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=813977 TSecr=0 WS=128
671;;127.0.0.1;;127.0.0.1;TCP;7687 → 41626 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=813977 TSecr=813977 WS=128
672;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=813977 TSecr=813977
673;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [PSH, ACK] Seq=1 Ack=1 Win=43776 Len=517 TSval=813977 TSecr=813977
674;;127.0.0.1;;127.0.0.1;TCP;7687 → 41626 [ACK] Seq=1 Ack=518 Win=44800 Len=0 TSval=813977 TSecr=813977
675;;127.0.0.1;;127.0.0.1;TCP;7687 → 41626 [PSH, ACK] Seq=1 Ack=518 Win=44800 Len=1120 TSval=813980 TSecr=813977
676;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [ACK] Seq=518 Ack=1121 Win=45952 Len=0 TSval=813980 TSecr=813980
677;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [PSH, ACK] Seq=518 Ack=1121 Win=45952 Len=126 TSval=813980 TSecr=813980
678;;127.0.0.1;;127.0.0.1;TCP;7687 → 41626 [PSH, ACK] Seq=1121 Ack=644 Win=44800 Len=51 TSval=813981 TSecr=813980
679;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [PSH, ACK] Seq=644 Ack=1172 Win=45952 Len=49 TSval=813981 TSecr=813981
680;;127.0.0.1;;127.0.0.1;TCP;7687 → 41626 [PSH, ACK] Seq=1172 Ack=693 Win=44800 Len=33 TSval=813981 TSecr=813981
681;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [PSH, ACK] Seq=693 Ack=1205 Win=45952 Len=108 TSval=813982 TSecr=813981
682;;127.0.0.1;;127.0.0.1;TCP;7687 → 41626 [PSH, ACK] Seq=1205 Ack=801 Win=44800 Len=55 TSval=813982 TSecr=813982
683;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [PSH, ACK] Seq=801 Ack=1260 Win=45952 Len=287 TSval=813982 TSecr=813982
684;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=813985 TSecr=0 WS=128
685;;127.0.0.1;;127.0.0.1;TCP;8080 → 45706 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=813985 TSecr=813985 WS=128
686;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=813985 TSecr=813985
687;;127.0.0.1;;127.0.0.1;HTTP;GET /capture_00002_20170304180056.csv HTTP/1.1 
688;;127.0.0.1;;127.0.0.1;TCP;8080 → 45706 [ACK] Seq=1 Ack=198 Win=44800 Len=0 TSval=813985 TSecr=813985
689;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
690;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=18 Win=43776 Len=0 TSval=813985 TSecr=813985
691;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
692;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=56 Win=43776 Len=0 TSval=813985 TSecr=813985
693;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
694;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=93 Win=43776 Len=0 TSval=813985 TSecr=813985
695;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
696;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=117 Win=43776 Len=0 TSval=813985 TSecr=813985
697;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
698;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=140 Win=43776 Len=0 TSval=813985 TSecr=813985
699;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
700;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=186 Win=43776 Len=0 TSval=813985 TSecr=813985
701;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
702;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=188 Win=43776 Len=0 TSval=813985 TSecr=813985
703;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
704;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=8380 Win=174720 Len=0 TSval=813985 TSecr=813985
705;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
706;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=16572 Win=305664 Len=0 TSval=813985 TSecr=813985
707;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
708;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=24764 Win=436608 Len=0 TSval=813985 TSecr=813985
709;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
710;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=32956 Win=465536 Len=0 TSval=813985 TSecr=813985
711;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
712;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=41148 Win=465536 Len=0 TSval=813985 TSecr=813985
713;;127.0.0.1;;127.0.0.1;HTTP;HTTP/1.0 200 OK  (text/csv)
714;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [ACK] Seq=198 Ack=45382 Win=465536 Len=0 TSval=813985 TSecr=813985
715;;127.0.0.1;;127.0.0.1;TCP;8080 → 45706 [FIN, ACK] Seq=45382 Ack=198 Win=44800 Len=0 TSval=813985 TSecr=813985
716;;127.0.0.1;;127.0.0.1;TCP;45706 → 8080 [FIN, ACK] Seq=198 Ack=45383 Win=465536 Len=0 TSval=813986 TSecr=813985
717;;127.0.0.1;;127.0.0.1;TCP;8080 → 45706 [ACK] Seq=45383 Ack=199 Win=44800 Len=0 TSval=813986 TSecr=813986
718;;127.0.0.1;;127.0.0.1;TCP;7687 → 41626 [ACK] Seq=1260 Ack=1088 Win=45952 Len=0 TSval=813992 TSecr=813982
719;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [PSH, ACK] Seq=1088 Ack=1260 Win=45952 Len=1963 TSval=813992 TSecr=813992
720;;127.0.0.1;;127.0.0.1;TCP;7687 → 41626 [ACK] Seq=1260 Ack=3051 Win=176896 Len=0 TSval=813992 TSecr=813992
721;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=814016 TSecr=0 WS=128
722;;127.0.0.1;;127.0.0.1;TCP;8080 → 45708 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=814016 TSecr=814016 WS=128
723;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=814016 TSecr=814016
724;;127.0.0.1;;127.0.0.1;HTTP;GET /capture_00002_20170304180056.csv HTTP/1.1 
725;;127.0.0.1;;127.0.0.1;TCP;8080 → 45708 [ACK] Seq=1 Ack=198 Win=44800 Len=0 TSval=814016 TSecr=814016
726;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
727;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=18 Win=43776 Len=0 TSval=814016 TSecr=814016
728;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
729;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=56 Win=43776 Len=0 TSval=814016 TSecr=814016
730;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
731;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=93 Win=43776 Len=0 TSval=814016 TSecr=814016
732;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
733;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=117 Win=43776 Len=0 TSval=814016 TSecr=814016
734;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
735;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=140 Win=43776 Len=0 TSval=814016 TSecr=814016
736;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
737;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=186 Win=43776 Len=0 TSval=814016 TSecr=814016
738;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
739;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=188 Win=43776 Len=0 TSval=814016 TSecr=814016
740;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
741;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=8380 Win=174720 Len=0 TSval=814016 TSecr=814016
742;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
743;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=16572 Win=305664 Len=0 TSval=814016 TSecr=814016
744;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
745;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=24764 Win=436608 Len=0 TSval=814016 TSecr=814016
746;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
747;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=32956 Win=465536 Len=0 TSval=814016 TSecr=814016
748;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
749;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=41148 Win=465536 Len=0 TSval=814016 TSecr=814016
750;;127.0.0.1;;127.0.0.1;HTTP;HTTP/1.0 200 OK  (text/csv)
751;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [ACK] Seq=198 Ack=45382 Win=465536 Len=0 TSval=814016 TSecr=814016
752;;127.0.0.1;;127.0.0.1;TCP;8080 → 45708 [FIN, ACK] Seq=45382 Ack=198 Win=44800 Len=0 TSval=814016 TSecr=814016
753;;127.0.0.1;;127.0.0.1;TCP;45708 → 8080 [FIN, ACK] Seq=198 Ack=45383 Win=465536 Len=0 TSval=814016 TSecr=814016
754;;127.0.0.1;;127.0.0.1;TCP;8080 → 45708 [ACK] Seq=45383 Ack=199 Win=44800 Len=0 TSval=814016 TSecr=814016
755;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=814058 TSecr=0 WS=128
756;;127.0.0.1;;127.0.0.1;TCP;8080 → 45710 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=814058 TSecr=814058 WS=128
757;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=814058 TSecr=814058
758;;127.0.0.1;;127.0.0.1;HTTP;GET /capture_00002_20170304180056.csv HTTP/1.1 
759;;127.0.0.1;;127.0.0.1;TCP;8080 → 45710 [ACK] Seq=1 Ack=198 Win=44800 Len=0 TSval=814058 TSecr=814058
760;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
761;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=198 Ack=18 Win=43776 Len=0 TSval=814058 TSecr=814058
762;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
763;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=198 Ack=56 Win=43776 Len=0 TSval=814058 TSecr=814058
764;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
765;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=198 Ack=93 Win=43776 Len=0 TSval=814058 TSecr=814058
766;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
767;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=198 Ack=117 Win=43776 Len=0 TSval=814058 TSecr=814058
768;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
769;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=198 Ack=140 Win=43776 Len=0 TSval=814058 TSecr=814058
770;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
771;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=198 Ack=186 Win=43776 Len=0 TSval=814058 TSecr=814058
772;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
773;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=198 Ack=188 Win=43776 Len=0 TSval=814058 TSecr=814058
774;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
775;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=198 Ack=8380 Win=174720 Len=0 TSval=814058 TSecr=814058
776;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
777;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=198 Ack=16572 Win=305664 Len=0 TSval=814058 TSecr=814058
778;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
779;;127.0.0.1;;127.0.0.1;TCP;45710 → 8080 [ACK] Seq=198 Ack=24764 Win=436608 Len=0 TSval=814058 TSecr=814058
780;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
