frame.number;eth.src;ip.src;eth.dst;ip.dst;_ws.col.Protocol;_ws.col.Info
31;;127.0.0.1;;127.0.0.1;TCP;45712 → 8080 [ACK] Seq=198 Ack=24764 Win=436608 Len=0 TSval=814088 TSecr=814088
32;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
33;;127.0.0.1;;127.0.0.1;TCP;45712 → 8080 [ACK] Seq=198 Ack=32956 Win=465536 Len=0 TSval=814088 TSecr=814088
34;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
35;;127.0.0.1;;127.0.0.1;TCP;45712 → 8080 [ACK] Seq=198 Ack=41148 Win=465536 Len=0 TSval=814088 TSecr=814088
36;;127.0.0.1;;127.0.0.1;HTTP;HTTP/1.0 200 OK  (text/csv)
37;;127.0.0.1;;127.0.0.1;TCP;45712 → 8080 [ACK] Seq=198 Ack=45382 Win=465536 Len=0 TSval=814088 TSecr=814088
38;;127.0.0.1;;127.0.0.1;TCP;8080 → 45712 [FIN, ACK] Seq=45382 Ack=198 Win=44800 Len=0 TSval=814088 TSecr=814088
39;;127.0.0.1;;127.0.0.1;TCP;45712 → 8080 [FIN, ACK] Seq=198 Ack=45383 Win=465536 Len=0 TSval=814088 TSecr=814088
40;;127.0.0.1;;127.0.0.1;TCP;8080 → 45712 [ACK] Seq=45383 Ack=199 Win=44800 Len=0 TSval=814088 TSecr=814088
41;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=814134 TSecr=0 WS=128
42;;127.0.0.1;;127.0.0.1;TCP;8080 → 45714 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=814134 TSecr=814134 WS=128
43;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=814134 TSecr=814134
44;;127.0.0.1;;127.0.0.1;HTTP;GET /capture_00002_20170304180056.csv HTTP/1.1 
45;;127.0.0.1;;127.0.0.1;TCP;8080 → 45714 [ACK] Seq=1 Ack=198 Win=44800 Len=0 TSval=814134 TSecr=814134
46;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
47;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=18 Win=43776 Len=0 TSval=814134 TSecr=814134
48;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
49;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=56 Win=43776 Len=0 TSval=814134 TSecr=814134
50;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
51;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=93 Win=43776 Len=0 TSval=814134 TSecr=814134
52;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
53;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=117 Win=43776 Len=0 TSval=814134 TSecr=814134
54;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
55;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=140 Win=43776 Len=0 TSval=814134 TSecr=814134
56;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
57;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=186 Win=43776 Len=0 TSval=814134 TSecr=814134
58;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
59;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=188 Win=43776 Len=0 TSval=814134 TSecr=814134
60;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
61;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=8380 Win=174720 Len=0 TSval=814134 TSecr=814134
62;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
63;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=16572 Win=305664 Len=0 TSval=814134 TSecr=814134
64;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
65;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=24764 Win=436608 Len=0 TSval=814134 TSecr=814134
66;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
67;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=32956 Win=465536 Len=0 TSval=814134 TSecr=814134
68;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
69;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=41148 Win=465536 Len=0 TSval=814134 TSecr=814134
70;;127.0.0.1;;127.0.0.1;HTTP;HTTP/1.0 200 OK  (text/csv)
71;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [ACK] Seq=198 Ack=45382 Win=465536 Len=0 TSval=814134 TSecr=814134
72;;127.0.0.1;;127.0.0.1;TCP;8080 → 45714 [FIN, ACK] Seq=45382 Ack=198 Win=44800 Len=0 TSval=814134 TSecr=814134
73;;127.0.0.1;;127.0.0.1;TCP;45714 → 8080 [FIN, ACK] Seq=198 Ack=45383 Win=465536 Len=0 TSval=814134 TSecr=814134
74;;127.0.0.1;;127.0.0.1;TCP;8080 → 45714 [ACK] Seq=45383 Ack=199 Win=44800 Len=0 TSval=814134 TSecr=814134
75;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=814172 TSecr=0 WS=128
76;;127.0.0.1;;127.0.0.1;TCP;8080 → 45716 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=814172 TSecr=814172 WS=128
77;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=814172 TSecr=814172
78;;127.0.0.1;;127.0.0.1;HTTP;GET /capture_00002_20170304180056.csv HTTP/1.1 
79;;127.0.0.1;;127.0.0.1;TCP;8080 → 45716 [ACK] Seq=1 Ack=198 Win=44800 Len=0 TSval=814172 TSecr=814172
80;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
81;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=18 Win=43776 Len=0 TSval=814172 TSecr=814172
82;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
83;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=56 Win=43776 Len=0 TSval=814172 TSecr=814172
84;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
85;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=93 Win=43776 Len=0 TSval=814172 TSecr=814172
86;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
87;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=117 Win=43776 Len=0 TSval=814172 TSecr=814172
88;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
89;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=140 Win=43776 Len=0 TSval=814172 TSecr=814172
90;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
91;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=186 Win=43776 Len=0 TSval=814172 TSecr=814172
92;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
93;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=188 Win=43776 Len=0 TSval=814172 TSecr=814172
94;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
95;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=8380 Win=174720 Len=0 TSval=814172 TSecr=814172
96;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
97;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=16572 Win=305664 Len=0 TSval=814172 TSecr=814172
98;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
99;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=24764 Win=436608 Len=0 TSval=814172 TSecr=814172
100;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
101;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=32956 Win=465536 Len=0 TSval=814172 TSecr=814172
102;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
103;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=41148 Win=465536 Len=0 TSval=814172 TSecr=814172
104;;127.0.0.1;;127.0.0.1;HTTP;HTTP/1.0 200 OK  (text/csv)
105;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [ACK] Seq=198 Ack=45382 Win=465536 Len=0 TSval=814172 TSecr=814172
106;;127.0.0.1;;127.0.0.1;TCP;8080 → 45716 [FIN, ACK] Seq=45382 Ack=198 Win=44800 Len=0 TSval=814172 TSecr=814172
107;;127.0.0.1;;127.0.0.1;TCP;45716 → 8080 [FIN, ACK] Seq=198 Ack=45383 Win=465536 Len=0 TSval=814172 TSecr=814172
108;;127.0.0.1;;127.0.0.1;TCP;8080 → 45716 [ACK] Seq=45383 Ack=199 Win=44800 Len=0 TSval=814172 TSecr=814172
109;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [SYN] Seq=0 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=814209 TSecr=0 WS=128
110;;127.0.0.1;;127.0.0.1;TCP;8080 → 45718 [SYN, ACK] Seq=0 Ack=1 Win=43690 Len=0 MSS=65495 SACK_PERM=1 TSval=814209 TSecr=814209 WS=128
111;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=1 Ack=1 Win=43776 Len=0 TSval=814209 TSecr=814209
112;;127.0.0.1;;127.0.0.1;HTTP;GET /capture_00002_20170304180056.csv HTTP/1.1 
113;;127.0.0.1;;127.0.0.1;TCP;8080 → 45718 [ACK] Seq=1 Ack=198 Win=44800 Len=0 TSval=814209 TSecr=814209
114;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
115;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=18 Win=43776 Len=0 TSval=814210 TSecr=814210
116;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
117;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=56 Win=43776 Len=0 TSval=814210 TSecr=814210
118;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
119;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=93 Win=43776 Len=0 TSval=814210 TSecr=814210
120;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
121;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=117 Win=43776 Len=0 TSval=814210 TSecr=814210
122;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
123;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=140 Win=43776 Len=0 TSval=814210 TSecr=814210
124;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
125;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=186 Win=43776 Len=0 TSval=814210 TSecr=814210
126;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
127;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=188 Win=43776 Len=0 TSval=814210 TSecr=814210
128;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
129;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=8380 Win=174720 Len=0 TSval=814210 TSecr=814210
130;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
131;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=16572 Win=305664 Len=0 TSval=814210 TSecr=814210
132;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
133;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=24764 Win=436608 Len=0 TSval=814210 TSecr=814210
134;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
135;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=32956 Win=465536 Len=0 TSval=814210 TSecr=814210
136;;127.0.0.1;;127.0.0.1;TCP;[TCP segment of a reassembled PDU]
137;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=41148 Win=465536 Len=0 TSval=814210 TSecr=814210
138;;127.0.0.1;;127.0.0.1;HTTP;HTTP/1.0 200 OK  (text/csv)
139;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [ACK] Seq=198 Ack=45382 Win=465536 Len=0 TSval=814210 TSecr=814210
140;;127.0.0.1;;127.0.0.1;TCP;8080 → 45718 [FIN, ACK] Seq=45382 Ack=198 Win=44800 Len=0 TSval=814210 TSecr=814210
141;;127.0.0.1;;127.0.0.1;TCP;45718 → 8080 [FIN, ACK] Seq=198 Ack=45383 Win=465536 Len=0 TSval=814210 TSecr=814210
142;;127.0.0.1;;127.0.0.1;TCP;8080 → 45718 [ACK] Seq=45383 Ack=199 Win=44800 Len=0 TSval=814210 TSecr=814210
143;;127.0.0.1;;127.0.0.1;TCP;7687 → 41626 [PSH, ACK] Seq=1 Ack=1 Win=1382 Len=585 TSval=814235 TSecr=813992
144;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [FIN, ACK] Seq=1 Ack=586 Win=377 Len=0 TSval=814236 TSecr=814235
145;;127.0.0.1;;127.0.0.1;TCP;7687 → 41626 [FIN, ACK] Seq=586 Ack=2 Win=1382 Len=0 TSval=814236 TSecr=814236
146;;127.0.0.1;;127.0.0.1;TCP;41626 → 7687 [ACK] Seq=2 Ack=587 Win=377 Len=0 TSval=814236 TSecr=814236
147;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x2db1 A www.google.com
148;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
149;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xdc53 A www.google.com
150;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
151;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4913 A www.google.com
152;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
153;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x4913 A www.google.com
154;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
155;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe791 A www.google.com
156;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
157;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe791 A www.google.com
158;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
159;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3571 A ntp.ubuntu.com
160;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
161;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xf5a8 AAAA ntp.ubuntu.com
162;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
163;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x3571 A ntp.ubuntu.com
164;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
165;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xf5a8 AAAA ntp.ubuntu.com
166;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
167;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x19b4 A ntp.ubuntu.com
168;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
169;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xedc2 AAAA ntp.ubuntu.com
170;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
171;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x19b4 A ntp.ubuntu.com
172;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
173;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xedc2 AAAA ntp.ubuntu.com
174;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
175;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xbba1 A ntp.ubuntu.com
176;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
177;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xa984 AAAA ntp.ubuntu.com
178;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
179;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xbba1 A ntp.ubuntu.com
180;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
181;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xa984 AAAA ntp.ubuntu.com
182;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
183;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1fef A ntp.ubuntu.com
184;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
185;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x415c AAAA ntp.ubuntu.com
186;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
187;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x1fef A ntp.ubuntu.com
188;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
189;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x415c AAAA ntp.ubuntu.com
190;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
191;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xaf87 A ntp.ubuntu.com
192;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
193;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x7fbb AAAA ntp.ubuntu.com
194;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
195;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xaf87 A ntp.ubuntu.com
196;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
197;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x7fbb AAAA ntp.ubuntu.com
198;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
199;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x0ff8 A ntp.ubuntu.com
200;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
201;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb739 AAAA ntp.ubuntu.com
202;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
203;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x0ff8 A ntp.ubuntu.com
204;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
205;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xb739 AAAA ntp.ubuntu.com
206;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
207;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xcd22 A ntp.ubuntu.com
208;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
209;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xfd13 AAAA ntp.ubuntu.com
210;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
211;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xcd22 A ntp.ubuntu.com
212;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
213;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xfd13 AAAA ntp.ubuntu.com
214;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
215;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x0b01 A ntp.ubuntu.com
216;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
217;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x73f2 AAAA ntp.ubuntu.com
218;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
219;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x0b01 A ntp.ubuntu.com
220;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
221;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x73f2 AAAA ntp.ubuntu.com
222;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
223;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xeba5 A ntp.ubuntu.com
224;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
225;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe35f AAAA ntp.ubuntu.com
226;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
227;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xeba5 A ntp.ubuntu.com
228;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
229;;127.0.0.1;;127.0.0.1;DNS;Standard query 0xe35f AAAA ntp.ubuntu.com
230;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
231;;127.0.0.1;;127.0.0.1;DNS;Standard query 0x5184 A ntp.ubuntu.com
232;;127.0.0.1,127.0.0.1;;127.0.0.1,127.0.0.1;ICMP;Destination unreachable (Port unreachable)
